Date,Open,High,Low,Close,Adj Close,Volume
2023-01-12,56.400002,56.500000,55.299999,55.849998,55.138187,58123134
2023-01-13,56.000000,57.400002,55.700001,56.799999,56.076080,98864358
2023-01-16,56.950001,59.450001,56.799999,58.900002,58.149315,166603280
2023-01-17,59.200001,59.450001,56.750000,57.750000,57.013973,116738590
2023-01-18,57.849998,58.000000,56.450001,56.750000,56.026718,68557704
2023-01-19,56.700001,57.349998,56.200001,57.200001,56.470982,59090340
2023-01-20,57.450001,58.099998,56.750000,56.950001,56.224167,60893155
2023-01-23,57.250000,57.500000,56.599998,56.799999,56.076080,48030932
2023-01-24,57.000000,57.349998,55.299999,55.500000,54.792648,51548951
2023-01-25,55.450001,55.549999,53.150002,53.700001,53.015591,83514024
2023-01-27,53.750000,54.349998,50.049999,50.799999,50.152550,111244364
2023-01-30,51.099998,53.250000,49.099998,50.700001,50.053825,148179904
2023-01-31,51.000000,54.000000,50.549999,53.549999,52.867500,114490184
2023-02-01,54.250000,54.400002,48.299999,50.299999,49.658920,159606635
2023-02-02,50.000000,52.250000,48.599998,50.799999,50.152550,121217105
2023-02-03,51.250000,52.299999,49.200001,51.799999,51.139805,114130816
2023-02-06,51.900002,52.299999,51.099998,51.400002,50.744904,57728571
2023-02-07,51.549999,52.099998,50.700001,51.299999,50.646175,54786770
2023-02-08,51.650002,52.000000,51.150002,51.599998,50.942352,43092026
2023-02-09,51.549999,51.549999,50.349998,51.000000,50.350002,48710526
2023-02-10,50.799999,52.650002,50.549999,51.250000,50.596813,56528450
2023-02-13,51.400002,51.599998,49.799999,50.200001,49.560196,53678758
2023-02-14,50.400002,51.150002,49.500000,50.799999,50.152550,44481427
2023-02-15,50.450001,51.049999,50.250000,50.900002,50.251278,26711967
2023-02-16,50.950001,51.250000,50.400002,50.799999,50.152550,25514798
2023-02-17,50.549999,50.549999,49.500000,49.700001,49.066570,37386646
2023-02-20,49.750000,50.500000,49.299999,49.500000,48.869118,52556924
2023-02-21,49.700001,50.000000,48.799999,49.049999,48.424854,51854291
2023-02-22,48.750000,48.849998,47.500000,47.799999,47.190784,50161602
2023-02-23,48.000000,48.599998,47.250000,48.250000,47.635048,59329147
2023-02-24,48.599998,49.150002,47.349998,47.549999,46.943970,43992957
2023-02-27,47.500000,48.299999,47.200001,48.099998,47.486961,60479465
2023-02-28,48.250000,48.599998,47.650002,48.349998,47.733772,45553040
2023-03-01,48.349998,50.950001,48.200001,50.150002,49.510834,54733648
2023-03-02,50.150002,50.250000,49.400002,49.750000,49.115932,39689768
2023-03-03,50.150002,51.900002,50.150002,51.799999,51.139805,75460112
2023-03-06,52.049999,52.450001,51.150002,51.299999,50.646175,47324177
2023-03-08,51.000000,51.650002,50.650002,51.500000,50.843628,37125655
2023-03-09,51.500000,51.750000,50.700001,50.900002,50.251278,26784782
2023-03-10,50.450001,50.450001,49.349998,49.900002,49.264023,32660079
2023-03-13,49.900002,50.250000,48.000000,48.150002,47.536327,44252288
2023-03-14,48.200001,48.849998,47.599998,48.150002,47.536327,57868867
2023-03-15,48.849998,49.049999,47.400002,47.700001,47.092060,39104721
2023-03-16,47.700001,48.450001,46.799999,48.000000,47.388237,56323397
2023-03-17,48.500000,48.750000,47.500000,47.950001,47.338875,43994185
2023-03-20,47.849998,48.000000,46.099998,47.000000,46.400982,51001675
2023-03-21,47.400002,48.049999,46.849998,47.750000,47.141422,40735601
2023-03-22,47.950001,48.349998,47.700001,47.849998,47.240147,28630222
2023-03-23,47.650002,47.900002,46.700001,46.849998,46.252892,30619961
2023-03-24,47.000000,47.150002,45.099998,45.500000,44.920097,41476341
2023-03-27,45.500000,46.000000,45.000000,45.549999,44.969460,42307425
2023-03-28,45.549999,45.750000,44.400002,44.900002,44.327747,38272734
2023-03-29,44.900002,46.650002,44.599998,46.299999,45.709904,49229088
2023-03-31,46.700001,47.049999,46.500000,46.599998,46.006077,32435561
2023-04-03,46.849998,47.450001,46.599998,47.349998,46.746517,20028650
2023-04-05,47.349998,47.450001,46.450001,46.700001,46.104805,24882531
2023-04-06,46.700001,47.799999,46.450001,47.200001,46.598434,33990957
2023-04-10,47.200001,47.450001,46.799999,47.049999,46.450344,20735073
2023-04-11,47.650002,48.099998,47.150002,47.250000,46.647797,36635159
2023-04-12,47.549999,47.549999,46.900002,47.049999,46.450344,24089807
2023-04-13,47.099998,47.950001,46.799999,47.750000,47.141422,32614533
2023-04-17,47.650002,48.950001,47.349998,48.799999,48.178040,45304745
2023-04-18,48.849998,49.500000,48.599998,49.099998,48.474216,35880230
2023-04-19,49.000000,49.650002,48.400002,48.549999,47.931225,30538280
2023-04-20,48.599998,48.849998,48.299999,48.599998,47.980587,23270861
2023-04-21,48.500000,48.599998,47.799999,48.250000,47.635048,20293450
2023-04-24,48.500000,49.349998,48.250000,49.250000,48.622303,31327255
2023-04-25,49.500000,50.099998,49.299999,49.799999,49.165295,31449334
2023-04-26,49.700001,50.500000,49.299999,50.250000,49.609558,30000936
2023-04-27,50.250000,50.549999,50.000000,50.400002,49.757648,27678355
2023-04-28,50.599998,52.500000,50.500000,52.250000,51.584068,58579598
2023-05-02,52.549999,53.099998,52.400002,52.750000,52.077698,31570025
2023-05-03,51.950001,52.950001,51.799999,52.549999,51.880245,30999962
2023-05-04,52.750000,53.500000,52.500000,53.349998,52.670048,31540665
2023-05-05,53.349998,53.849998,52.200001,52.349998,51.682793,41383424
2023-05-08,51.500000,52.700001,50.599998,52.099998,51.435978,64119087
2023-05-09,52.450001,52.549999,50.049999,50.250000,49.609558,51516931
2023-05-10,49.650002,50.000000,47.900002,48.500000,47.881863,94616408
2023-05-11,48.799999,49.250000,48.400002,48.500000,47.881863,44557782
2023-05-12,48.500000,48.799999,48.049999,48.549999,47.931225,20165979
2023-05-15,48.500000,49.099998,48.250000,48.950001,48.326130,22303027
2023-05-16,49.299999,49.849998,48.799999,49.000000,48.375492,34288935
2023-05-17,49.150002,49.500000,48.500000,49.299999,48.671665,31020370
2023-05-18,49.599998,49.700001,48.349998,48.450001,47.832500,32314683
2023-05-19,48.849998,49.599998,48.349998,49.250000,48.622303,46965076
2023-05-22,49.849998,50.750000,49.700001,50.549999,49.905735,59690876
2023-05-23,50.750000,50.950001,50.299999,50.599998,49.955097,30905073
2023-05-24,50.250000,50.799999,49.799999,49.900002,49.264023,25931404
2023-05-25,50.049999,50.049999,49.349998,49.650002,49.017208,27256728
2023-05-26,49.750000,50.500000,49.700001,50.349998,49.708282,24170849
2023-05-29,50.650002,51.349998,50.299999,50.799999,50.152550,33668195
2023-05-30,50.799999,51.549999,50.650002,51.450001,50.794266,31271579
2023-05-31,51.400002,51.950001,50.900002,51.849998,51.189167,36101259
2023-06-01,51.849998,52.250000,51.549999,51.700001,51.041080,29135650
2023-06-02,51.799999,52.500000,51.799999,52.299999,51.633430,25135897
2023-06-05,52.549999,52.799999,52.000000,52.150002,51.485344,19034598
2023-06-06,52.349998,52.349998,51.549999,52.049999,51.386620,18736434
2023-06-07,52.150002,52.450001,52.049999,52.349998,51.682793,16129252
2023-06-08,52.450001,52.650002,51.750000,51.950001,51.287895,31319973
2023-06-09,52.150002,52.200001,51.200001,51.349998,50.695538,20964121
2023-06-12,51.400002,51.849998,50.950001,51.549999,50.892990,17394733
2023-06-13,51.900002,52.200001,51.549999,52.000000,51.337257,17963382
2023-06-14,52.200001,52.299999,51.650002,51.799999,51.139805,16336696
2023-06-15,51.799999,52.049999,50.200001,50.400002,49.757648,33888122
2023-06-16,50.700001,52.450001,50.500000,51.549999,50.892990,96884339
2023-06-19,51.349998,52.500000,51.200001,51.950001,51.287895,34057742
2023-06-20,51.849998,52.250000,51.450001,51.900002,51.238533,23194150
2023-06-21,52.049999,53.250000,51.799999,52.849998,52.176422,52583478
2023-06-22,53.150002,53.200001,50.750000,51.000000,50.350002,53046985
2023-06-23,50.799999,50.900002,50.150002,50.500000,50.500000,28505207
2023-06-26,50.549999,50.599998,49.700001,50.299999,50.299999,23362169
2023-06-27,50.549999,51.000000,50.400002,50.849998,50.849998,19597683
2023-06-28,50.849998,50.849998,50.849998,50.849998,50.849998,0
2023-06-30,50.549999,51.750000,50.549999,51.650002,51.650002,29580748
2023-07-03,52.000000,54.000000,52.000000,53.849998,53.849998,68566621
2023-07-04,54.099998,57.599998,53.750000,57.049999,57.049999,177088979
2023-07-05,57.349998,59.099998,56.799999,58.599998,58.599998,141211050
2023-07-06,58.349998,59.750000,58.000000,59.000000,59.000000,75478926
2023-07-07,58.900002,61.000000,57.549999,60.400002,60.400002,101329144
2023-07-10,61.000000,62.349998,60.049999,60.599998,60.599998,103004929
2023-07-11,60.750000,61.099998,60.150002,60.450001,60.450001,41506545
2023-07-12,60.599998,61.700001,60.450001,61.400002,61.400002,51755516
2023-07-13,61.799999,62.200001,58.150002,59.099998,59.099998,98250294
2023-07-14,60.000000,61.000000,59.099998,60.700001,60.700001,50708803
2023-07-17,60.799999,62.650002,60.400002,62.349998,62.349998,60868223
2023-07-18,62.900002,63.250000,61.299999,61.599998,61.599998,97038714
2023-07-19,61.849998,64.500000,61.599998,64.150002,64.150002,104017013
2023-07-20,64.300003,65.150002,63.599998,63.849998,63.849998,97828765
2023-07-21,63.799999,64.300003,62.299999,62.599998,62.599998,56213660
2023-07-24,63.099998,63.799999,61.900002,62.099998,62.099998,56162634
2023-07-25,62.450001,63.000000,60.549999,60.700001,60.700001,61394039
2023-07-26,61.000000,63.750000,60.150002,63.150002,63.150002,166000733
2023-07-27,63.799999,63.900002,62.049999,62.400002,62.400002,95604140
2023-07-28,62.500000,62.849998,61.500000,61.950001,61.950001,51987753
2023-07-31,62.000000,62.500000,61.700001,61.849998,61.849998,37185529
2023-08-01,62.000000,62.200001,61.049999,61.349998,61.349998,30729374
2023-08-02,61.250000,61.400002,58.549999,59.500000,59.500000,74149795
2023-08-03,59.599998,60.000000,58.750000,59.450001,59.450001,48284251
2023-08-04,59.700001,60.599998,59.250000,59.950001,59.950001,42677862
2023-08-07,60.099998,61.000000,59.849998,60.400002,60.400002,31910875
2023-08-08,60.450001,62.349998,60.299999,62.150002,62.150002,63023357
2023-08-09,62.150002,62.299999,60.900002,61.549999,61.549999,50984674
2023-08-10,61.549999,62.099998,60.700001,61.250000,61.250000,54154278
2023-08-11,61.349998,63.250000,61.150002,62.549999,62.549999,63803349
2023-08-14,62.549999,62.599998,60.549999,62.349998,62.349998,39105535
2023-08-16,61.900002,62.299999,61.549999,61.700001,61.700001,32860991
2023-08-17,61.549999,63.900002,61.549999,63.250000,63.250000,86494044
2023-08-18,63.650002,64.000000,62.400002,62.799999,62.799999,52249781
2023-08-21,63.000000,63.049999,62.150002,62.349998,62.349998,22537361
2023-08-22,62.349998,62.750000,62.299999,62.450001,62.450001,16228098
2023-08-23,62.500000,63.700001,62.400002,63.349998,63.349998,35562766
2023-08-24,63.650002,64.199997,62.450001,62.849998,62.849998,40679832
2023-08-25,62.450001,62.500000,61.150002,61.500000,61.500000,44154787
2023-08-28,61.750000,63.250000,61.349998,62.500000,62.500000,51611750
2023-08-29,62.700001,63.099998,62.500000,62.950001,62.950001,22724327
2023-08-30,62.950001,63.849998,62.950001,63.450001,63.450001,36758499
2023-08-31,63.549999,63.750000,62.599998,63.000000,63.000000,47388258
2023-09-01,63.049999,66.199997,62.500000,65.400002,65.400002,120297728
2023-09-04,66.050003,67.800003,65.699997,67.400002,67.400002,78454936
2023-09-05,67.900002,68.599998,66.650002,67.349998,67.349998,70525265
2023-09-06,67.349998,67.500000,65.500000,65.699997,65.699997,57072136
2023-09-07,65.849998,67.150002,65.699997,66.599998,66.599998,39914471
2023-09-08,67.000000,67.300003,66.250000,66.849998,66.849998,38692009
2023-09-11,67.199997,69.500000,67.000000,69.150002,69.150002,97021497
2023-09-12,69.500000,69.800003,66.250000,66.849998,66.849998,106038890
2023-09-13,66.800003,73.099998,66.300003,72.550003,72.550003,196952754
2023-09-14,73.000000,74.199997,71.849998,73.699997,73.699997,110388816
2023-09-15,74.000000,74.849998,72.900002,74.150002,74.150002,85659070
2023-09-18,74.150002,79.050003,73.800003,76.900002,76.900002,196740035
2023-09-20,76.800003,77.699997,75.300003,76.449997,76.449997,87014740
2023-09-21,76.849998,78.300003,74.550003,75.000000,75.000000,82446210
2023-09-22,75.800003,77.750000,75.050003,77.500000,77.500000,96312592
2023-09-25,77.900002,80.550003,76.550003,80.199997,80.199997,132629554
2023-09-26,80.199997,81.349998,79.050003,79.349998,79.349998,81418694
2023-09-27,79.800003,81.900002,79.500000,81.500000,81.500000,87175092
2023-09-28,81.650002,82.650002,79.199997,79.650002,79.650002,153076293
2023-09-29,80.199997,81.000000,79.500000,80.199997,80.199997,50000692
2023-10-03,80.199997,83.500000,79.800003,83.199997,83.199997,67592455
2023-10-04,82.699997,83.300003,79.349998,79.750000,79.750000,103799902
2023-10-05,80.699997,81.050003,76.250000,77.099998,77.099998,134330537
2023-10-06,77.449997,78.250000,76.050003,76.750000,76.750000,66525708
2023-10-09,76.000000,76.000000,72.849998,73.349998,73.349998,73864732
2023-10-10,74.050003,75.599998,74.000000,75.250000,75.250000,45297302
2023-10-11,75.800003,77.849998,75.500000,76.050003,76.050003,59870131
2023-10-12,76.699997,77.199997,75.349998,75.750000,75.750000,28874895
2023-10-13,75.099998,75.750000,74.599998,75.199997,75.199997,33454518
2023-10-16,75.150002,76.099998,74.800003,75.250000,75.250000,31664409
2023-10-17,75.750000,76.199997,75.250000,75.800003,75.800003,25571754
2023-10-18,76.750000,77.250000,74.050003,74.199997,74.199997,79079912
2023-10-19,73.900002,75.099998,73.400002,74.000000,74.000000,40169623
2023-10-20,73.900002,74.599998,71.849998,72.250000,72.250000,47312964
2023-10-23,72.500000,73.699997,69.099998,69.650002,69.650002,64052095
2023-10-25,70.000000,71.400002,68.550003,69.500000,69.500000,56157100
2023-10-26,69.349998,70.300003,67.349998,69.849998,69.849998,96629399
2023-10-27,71.800003,74.150002,70.900002,73.150002,73.150002,97582651
